Timestamp,Speed,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate
21-Nov-2019 15:58:51,8,-82,-11,8,15,-65,0,0
21-Nov-2019 15:58:52,8,-80,-10,11,15,-65,0,0
21-Nov-2019 15:58:53,8,-80,-10,11,15,-65,0,0
21-Nov-2019 15:58:54,8,-79,-6,10,15,-62,0,0
21-Nov-2019 15:58:55,8,-79,-6,10,15,-62,0,0
21-Nov-2019 15:58:56,8,-80,-9,10,15,-62,0,0
21-Nov-2019 15:58:58,8,-80,-9,10,15,-62,0,0
21-Nov-2019 15:58:59,8,-81,-11,7,15,-62,0,0
21-Nov-2019 15:59:00,8,-81,-11,7,15,-64,2,4
21-Nov-2019 15:59:01,8,-78,-11,16,14,-61,3,12
21-Nov-2019 15:59:02,8,-78,-11,16,14,-61,2,4
21-Nov-2019 15:59:03,8,-80,-12,15,12,-63,2,4
21-Nov-2019 15:59:04,8,-80,-12,15,12,-63,3703,70
21-Nov-2019 15:59:05,8,-81,-8,7,14,-65,9802,189
21-Nov-2019 15:59:06,8,-81,-8,7,14,-65,10521,182
21-Nov-2019 15:59:07,8,-81,-13,13,14,-65,0,0
21-Nov-2019 15:59:08,8,-81,-13,13,14,-65,0,0
21-Nov-2019 15:59:09,8,-82,-12,8,14,-65,0,0
21-Nov-2019 15:59:10,8,-82,-12,8,14,-65,0,0
21-Nov-2019 15:59:12,8,-82,-8,8,14,-65,0,0
21-Nov-2019 15:59:13,8,-82,-8,8,14,-65,0,0
21-Nov-2019 15:59:14,8,-82,-9,10,14,-65,0,0
21-Nov-2019 15:59:15,8,-82,-9,10,14,-65,0,0
21-Nov-2019 15:59:16,8,-82,-8,8,14,-65,0,0
21-Nov-2019 15:59:17,8,-82,-8,8,14,-65,0,0
21-Nov-2019 15:59:18,8,-81,-10,8,14,-65,0,0
21-Nov-2019 15:59:19,8,-81,-10,8,14,-65,0,0
21-Nov-2019 15:59:20,8,-81,-13,10,14,-65,2,4
21-Nov-2019 15:59:21,8,-81,-13,10,14,-65,0,0
21-Nov-2019 15:59:22,8,-82,-13,13,14,-65,2,4
21-Nov-2019 15:59:23,8,-82,-13,13,14,-65,0,0
21-Nov-2019 15:59:24,8,-82,-8,12,14,-65,2,4
21-Nov-2019 15:59:26,8,-82,-8,12,9,-67,0,0
21-Nov-2019 15:59:27,8,-84,-12,11,13,-63,17,26
21-Nov-2019 15:59:28,8,-84,-12,11,13,-63,0,0
21-Nov-2019 15:59:29,8,-81,-10,9,13,-66,0,0
21-Nov-2019 15:59:30,8,-81,-10,9,13,-66,0,0
21-Nov-2019 15:59:31,8,-81,-12,4,12,-64,0,0
21-Nov-2019 15:59:32,8,-81,-12,4,12,-64,0,0
21-Nov-2019 15:59:33,8,-82,-12,2,12,-64,0,0
21-Nov-2019 15:59:34,8,-82,-12,2,12,-64,102,25
21-Nov-2019 15:59:35,8,-81,-12,6,12,-64,2,1
21-Nov-2019 15:59:36,8,-81,-12,6,12,-64,58,20
21-Nov-2019 15:59:37,8,-82,-13,8,12,-64,0,0
21-Nov-2019 15:59:38,8,-82,-13,8,12,-64,0,0
21-Nov-2019 15:59:39,8,-82,-9,11,12,-64,0,0
21-Nov-2019 15:59:40,8,-82,-9,11,12,-64,0,0
21-Nov-2019 15:59:42,8,-81,-9,6,12,-64,3,7
21-Nov-2019 15:59:43,8,-81,-9,6,12,-64,0,0
21-Nov-2019 15:59:44,8,-82,-12,6,12,-64,2,4
21-Nov-2019 15:59:45,8,-82,-12,6,12,-64,0,0
21-Nov-2019 15:59:46,8,-84,-10,3,9,-66,5,10
21-Nov-2019 15:59:47,8,-84,-10,3,9,-66,3,6
21-Nov-2019 15:59:48,8,-84,-12,2,9,-66,29,3
21-Nov-2019 15:59:49,8,-84,-12,2,13,-68,0,3
21-Nov-2019 15:59:50,8,-83,-8,9,12,-66,12,3
21-Nov-2019 15:59:51,8,-83,-8,9,12,-66,0,0
21-Nov-2019 15:59:52,8,-82,-12,13,12,-66,0,0
21-Nov-2019 15:59:53,8,-82,-12,13,12,-66,0,2
21-Nov-2019 15:59:54,8,-82,-13,9,12,-66,1,1
21-Nov-2019 15:59:56,8,-82,-13,9,12,-66,1,1
21-Nov-2019 15:59:57,8,-83,-13,6,12,-66,0,0
21-Nov-2019 15:59:58,8,-83,-13,6,12,-66,0,0
21-Nov-2019 15:59:59,8,-83,-13,23,12,-66,0,0
21-Nov-2019 16:00:00,8,-83,-13,23,12,-66,0,0
21-Nov-2019 16:00:01,8,-83,-13,7,12,-66,0,1
21-Nov-2019 16:00:02,8,-83,-13,7,12,-66,3,7
21-Nov-2019 16:00:03,8,-82,-13,7,12,-66,0,0
21-Nov-2019 16:00:04,8,-82,-13,7,12,-66,2,4
21-Nov-2019 16:00:05,8,-82,-13,13,12,-66,5976,132
21-Nov-2019 16:00:06,8,-82,-13,13,12,-66,4983,123
21-Nov-2019 16:00:07,8,-83,-12,9,12,-66,2938,65
21-Nov-2019 16:00:08,8,-83,-12,9,12,-64,303,13
21-Nov-2019 16:00:10,8,-81,-12,13,12,-64,0,0
21-Nov-2019 16:00:11,8,-81,-12,13,12,-64,0,0
21-Nov-2019 16:00:12,8,-82,-13,6,12,-64,0,0
21-Nov-2019 16:00:13,8,-82,-13,6,12,-64,0,0
21-Nov-2019 16:00:14,8,-82,-13,6,12,-64,0,0
21-Nov-2019 16:00:15,8,-82,-13,6,12,-64,0,0
21-Nov-2019 16:00:16,8,-82,-13,4,12,-64,1,2
21-Nov-2019 16:00:17,8,-82,-13,4,12,-64,0,0
21-Nov-2019 16:00:18,8,-82,-13,6,12,-64,1,1
21-Nov-2019 16:00:19,8,-82,-13,6,12,-64,0,0
21-Nov-2019 16:00:20,8,-82,-10,5,12,-64,0,0
21-Nov-2019 16:00:21,8,-82,-10,5,12,-64,0,0
21-Nov-2019 16:00:23,8,-81,-11,13,12,-64,0,0
21-Nov-2019 16:00:24,8,-81,-11,13,12,-64,2,4
21-Nov-2019 16:00:25,8,-82,-13,13,12,-64,0,0
21-Nov-2019 16:00:26,8,-82,-13,13,12,-64,17,31
21-Nov-2019 16:00:27,8,-82,-12,13,12,-64,0,0
21-Nov-2019 16:00:28,8,-82,-12,13,12,-64,2,4
21-Nov-2019 16:00:29,8,-81,-12,9,12,-64,0,0
21-Nov-2019 16:00:30,8,-81,-12,9,12,-64,0,0
21-Nov-2019 16:00:31,8,-81,-12,13,12,-64,0,0
21-Nov-2019 16:00:32,8,-81,-12,13,12,-62,0,0
21-Nov-2019 16:00:33,8,-80,-12,8,12,-62,0,0
21-Nov-2019 16:00:34,8,-80,-12,8,13,-64,0,11
21-Nov-2019 16:00:35,8,-81,-12,5,13,-64,0,0
21-Nov-2019 16:00:37,8,-81,-12,5,13,-64,0,0
21-Nov-2019 16:00:38,8,-81,-11,6,13,-64,0,0
21-Nov-2019 16:00:39,8,-81,-11,6,13,-64,0,0
21-Nov-2019 16:00:40,8,-81,-12,13,13,-64,0,0
21-Nov-2019 16:00:41,8,-81,-12,13,13,-64,0,0
21-Nov-2019 16:00:42,8,-81,-13,12,13,-64,0,0
21-Nov-2019 16:00:43,8,-81,-13,12,13,-64,0,0
21-Nov-2019 16:00:44,8,-80,-12,13,13,-64,2,5
21-Nov-2019 16:00:45,8,-80,-12,13,13,-64,0,0
21-Nov-2019 16:00:46,8,-81,-9,12,13,-64,2,4
21-Nov-2019 16:00:47,8,-81,-9,12,13,-64,0,0
21-Nov-2019 16:00:48,8,-81,-8,12,13,-64,2,5
21-Nov-2019 16:00:49,8,-81,-8,12,13,-64,0,0
21-Nov-2019 16:00:51,8,-80,-11,12,14,-62,1,1
21-Nov-2019 16:00:52,8,-80,-11,12,14,-62,0,0
21-Nov-2019 16:00:53,8,-81,-8,12,14,-62,0,0
21-Nov-2019 16:00:54,8,-81,-8,12,14,-62,7508,134
21-Nov-2019 16:00:55,8,-79,-11,12,14,-62,10682,167
21-Nov-2019 16:00:56,8,-79,-11,12,14,-62,0,0
21-Nov-2019 16:00:57,8,-81,-8,13,13,-64,2,2
21-Nov-2019 16:00:58,8,-81,-8,13,13,-64,0,0
21-Nov-2019 16:00:59,8,-80,-8,23,13,-64,0,0
21-Nov-2019 16:01:00,8,-80,-8,23,13,-64,0,0
21-Nov-2019 16:01:01,8,-81,-9,17,13,-64,0,0
21-Nov-2019 16:01:02,8,-81,-9,17,13,-64,0,0
21-Nov-2019 16:01:04,8,-81,-9,8,13,-64,0,0
21-Nov-2019 16:01:05,8,-81,-9,8,13,-64,1,2
21-Nov-2019 16:01:06,8,-81,-8,12,13,-64,2,4
21-Nov-2019 16:01:07,8,-81,-8,12,13,-64,0,0
21-Nov-2019 16:01:08,8,-81,-8,13,13,-64,2,4
21-Nov-2019 16:01:09,8,-81,-8,13,13,-64,2,4
21-Nov-2019 16:01:10,8,-81,-7,14,13,-64,0,0
21-Nov-2019 16:01:11,8,-81,-7,14,13,-64,0,0
21-Nov-2019 16:01:12,8,-81,-8,7,13,-64,0,0
21-Nov-2019 16:01:13,8,-81,-8,7,13,-64,0,0
21-Nov-2019 16:01:14,8,-80,-10,13,13,-64,11,1
21-Nov-2019 16:01:15,8,-80,-10,13,13,-64,0,0
21-Nov-2019 16:01:17,8,-79,-11,13,13,-64,0,0
21-Nov-2019 16:01:18,8,-79,-11,13,14,-62,0,0
21-Nov-2019 16:01:19,8,-79,-9,13,14,-62,0,0
21-Nov-2019 16:01:20,8,-79,-9,13,14,-62,0,0
21-Nov-2019 16:01:21,8,-81,-8,9,14,-62,0,0
21-Nov-2019 16:01:22,8,-81,-8,9,15,-64,0,0
21-Nov-2019 16:01:23,8,-80,-10,22,15,-64,0,0
21-Nov-2019 16:01:24,8,-80,-10,22,15,-64,0,0
21-Nov-2019 16:01:25,8,-79,-8,9,14,-62,0,0
21-Nov-2019 16:01:26,8,-79,-8,9,13,-65,18,37
21-Nov-2019 16:01:27,8,-81,-10,12,13,-65,15,15
21-Nov-2019 16:01:28,8,-81,-10,12,13,-65,2,4
21-Nov-2019 16:01:29,8,-82,-8,13,13,-65,0,0
21-Nov-2019 16:01:30,8,-82,-8,13,13,-65,2,4
21-Nov-2019 16:01:32,8,-82,-7,12,12,-63,0,0
21-Nov-2019 16:01:33,8,-82,-7,12,12,-63,0,0
21-Nov-2019 16:01:34,8,-79,-8,12,12,-63,0,0
21-Nov-2019 16:01:35,8,-79,-8,12,12,-63,0,0
21-Nov-2019 16:01:36,8,-81,-7,7,12,-63,0,0
21-Nov-2019 16:01:37,8,-81,-7,7,12,-63,0,0
21-Nov-2019 16:01:38,8,-80,-8,11,12,-63,0,0
21-Nov-2019 16:01:39,8,-80,-8,11,12,-63,0,0
21-Nov-2019 16:01:40,8,-81,-9,12,12,-63,5680,126
21-Nov-2019 16:01:41,8,-81,-9,12,12,-63,8961,186
21-Nov-2019 16:01:42,8,-81,-13,7,12,-63,523,9
21-Nov-2019 16:01:43,8,-81,-13,7,12,-63,0,0
21-Nov-2019 16:01:44,8,-80,-12,9,12,-63,0,0
21-Nov-2019 16:01:46,8,-80,-12,9,12,-63,1,0
21-Nov-2019 16:01:47,8,-81,-10,11,12,-63,0,0
21-Nov-2019 16:01:48,8,-81,-10,11,12,-63,2,5
21-Nov-2019 16:01:49,8,-81,-9,12,12,-63,0,0
21-Nov-2019 16:01:50,8,-81,-9,12,12,-63,2,4
21-Nov-2019 16:01:51,8,-81,-9,10,12,-63,2,4
21-Nov-2019 16:01:52,8,-81,-9,10,12,-63,0,0
21-Nov-2019 16:01:53,8,-81,-9,10,12,-63,0,0
21-Nov-2019 16:01:54,8,-81,-9,10,12,-63,1,1
21-Nov-2019 16:01:55,8,-81,-11,19,12,-63,0,0
21-Nov-2019 16:01:56,8,-81,-11,19,11,-65,0,0
21-Nov-2019 16:01:57,8,-81,-11,10,11,-65,0,0
21-Nov-2019 16:01:59,8,-81,-11,10,11,-65,0,0
21-Nov-2019 16:02:00,8,-82,-9,9,11,-65,0,0
21-Nov-2019 16:02:01,8,-82,-9,9,11,-65,0,0
21-Nov-2019 16:02:02,8,-80,-12,10,11,-65,0,0
21-Nov-2019 16:02:03,8,-80,-12,10,11,-65,0,0
21-Nov-2019 16:02:04,8,-81,-9,11,11,-65,0,0
21-Nov-2019 16:02:05,8,-81,-9,11,11,-65,0,0
21-Nov-2019 16:02:06,8,-81,-9,14,11,-65,0,0
21-Nov-2019 16:02:07,8,-81,-9,14,14,-63,0,0
21-Nov-2019 16:02:08,8,-80,-11,11,14,-63,2,4
21-Nov-2019 16:02:09,8,-80,-11,11,14,-63,0,0
21-Nov-2019 16:02:10,8,-81,-10,9,14,-63,2,4
21-Nov-2019 16:02:11,8,-81,-10,9,14,-63,0,0
21-Nov-2019 16:02:13,8,-80,-9,12,14,-63,2,4
21-Nov-2019 16:02:14,8,-80,-9,12,14,-63,0,0
21-Nov-2019 16:02:15,8,-80,-7,15,14,-63,0,0
21-Nov-2019 16:02:16,8,-80,-7,15,14,-63,0,0
21-Nov-2019 16:02:17,8,-80,-11,7,14,-63,0,0
21-Nov-2019 16:02:18,8,-80,-11,7,14,-63,0,0
21-Nov-2019 16:02:19,8,-81,-9,26,14,-63,0,0
21-Nov-2019 16:02:20,8,-81,-9,26,14,-63,0,0
21-Nov-2019 16:02:21,8,-79,-10,13,14,-63,0,0
21-Nov-2019 16:02:22,8,-79,-10,13,14,-63,0,0
21-Nov-2019 16:02:23,8,-79,-8,11,14,-63,0,0
21-Nov-2019 16:02:24,8,-79,-8,11,14,-63,0,0
21-Nov-2019 16:02:25,8,-79,-9,10,14,-63,0,0
21-Nov-2019 16:02:27,8,-79,-9,10,14,-63,1251,61
21-Nov-2019 16:02:28,8,-79,-13,13,14,-63,6420,147
21-Nov-2019 16:02:29,8,-79,-13,13,14,-63,4656,105
21-Nov-2019 16:02:30,8,-80,-12,14,14,-63,4044,83
21-Nov-2019 16:02:31,8,-80,-12,14,14,-63,0,0
21-Nov-2019 16:02:32,8,-79,-12,13,14,-63,2,4
21-Nov-2019 16:02:33,8,-79,-12,13,14,-63,2,4
21-Nov-2019 16:02:34,8,-80,-13,13,14,-63,0,0
21-Nov-2019 16:02:35,8,-80,-13,13,14,-63,0,0
21-Nov-2019 16:02:36,8,-81,-13,13,14,-63,0,0
21-Nov-2019 16:02:37,8,-81,-13,13,14,-63,0,0
21-Nov-2019 16:02:38,8,-81,-12,18,14,-63,0,0
21-Nov-2019 16:02:39,8,-81,-12,18,14,-63,0,0
21-Nov-2019 16:02:41,8,-81,-13,12,14,-63,0,0
21-Nov-2019 16:02:42,8,-81,-13,12,14,-63,0,0
21-Nov-2019 16:02:43,8,-80,-13,12,14,-63,0,0
21-Nov-2019 16:02:44,8,-80,-13,12,14,-63,0,0
21-Nov-2019 16:02:45,8,-80,-13,12,14,-63,0,0
21-Nov-2019 16:02:46,8,-80,-13,12,14,-63,0,0
21-Nov-2019 16:02:47,8,-80,-13,16,14,-63,0,0
21-Nov-2019 16:02:48,8,-80,-13,16,14,-63,0,0
21-Nov-2019 16:02:49,8,-80,-13,18,14,-63,0,0
21-Nov-2019 16:02:50,8,-80,-13,18,14,-63,2,5
21-Nov-2019 16:02:51,8,-80,-11,11,14,-63,0,0
21-Nov-2019 16:02:52,8,-80,-11,11,14,-63,2,4
21-Nov-2019 16:02:54,8,-81,-12,11,14,-63,0,0
21-Nov-2019 16:02:55,8,-81,-12,11,14,-63,2,4
21-Nov-2019 16:02:56,8,-80,-9,12,14,-63,0,0
21-Nov-2019 16:02:57,8,-80,-9,12,14,-63,0,0
21-Nov-2019 16:02:58,8,-81,-12,17,14,-63,0,0
21-Nov-2019 16:02:59,8,-81,-12,17,14,-63,0,0
21-Nov-2019 16:03:00,8,-81,-13,13,14,-63,0,0
21-Nov-2019 16:03:01,8,-81,-13,13,14,-63,0,0
21-Nov-2019 16:03:02,8,-81,-13,11,14,-63,0,0
21-Nov-2019 16:03:03,8,-81,-13,11,14,-63,0,0
21-Nov-2019 16:03:04,8,-80,-13,13,14,-63,0,0
21-Nov-2019 16:03:05,8,-80,-13,13,14,-63,0,0
21-Nov-2019 16:03:06,8,-80,-11,12,14,-63,0,0
21-Nov-2019 16:03:08,8,-80,-11,12,14,-63,0,0
21-Nov-2019 16:03:09,8,-80,-11,10,14,-63,0,0
21-Nov-2019 16:03:10,8,-80,-11,10,14,-63,0,0
21-Nov-2019 16:03:11,8,-80,-12,18,14,-63,0,0
21-Nov-2019 16:03:12,8,-80,-12,18,14,-63,2,4
21-Nov-2019 16:03:13,8,-80,-13,13,14,-63,0,0
21-Nov-2019 16:03:14,8,-80,-13,13,14,-63,0,0
21-Nov-2019 16:03:15,8,-80,-12,11,14,-63,4819,104
21-Nov-2019 16:03:16,8,-80,-12,11,14,-63,5288,132
21-Nov-2019 16:03:17,8,-80,-12,10,14,-63,2762,73
21-Nov-2019 16:03:18,8,-80,-12,10,14,-63,3241,82
21-Nov-2019 16:03:19,8,-80,-12,10,14,-63,3342,75
21-Nov-2019 16:03:20,8,-80,-12,10,14,-63,1301,20
21-Nov-2019 16:03:22,8,-80,-13,14,14,-63,0,0
21-Nov-2019 16:03:23,8,-80,-13,14,14,-63,0,0
21-Nov-2019 16:03:24,8,-81,-13,6,14,-63,0,0
21-Nov-2019 16:03:25,8,-81,-13,6,14,-63,0,0
21-Nov-2019 16:03:26,8,-81,-12,17,14,-63,1,25
21-Nov-2019 16:03:27,8,-81,-12,17,14,-63,14,0
21-Nov-2019 16:03:28,8,-80,-8,19,14,-63,0,0
21-Nov-2019 16:03:29,8,-80,-8,19,14,-63,0,0
21-Nov-2019 16:03:30,8,-80,-12,21,14,-63,0,0
21-Nov-2019 16:03:31,8,-80,-12,21,14,-63,0,0
21-Nov-2019 16:03:32,8,-80,-8,14,14,-63,2,4
21-Nov-2019 16:03:33,8,-80,-8,14,14,-63,0,0
21-Nov-2019 16:03:34,8,-79,-13,11,14,-63,2,4
21-Nov-2019 16:03:36,8,-79,-13,11,14,-63,0,0
21-Nov-2019 16:03:37,8,-79,-13,14,13,-61,2,4
21-Nov-2019 16:03:38,8,-79,-13,14,13,-61,0,0
21-Nov-2019 16:03:39,8,-78,-10,16,13,-61,0,0
21-Nov-2019 16:03:40,8,-78,-10,16,13,-61,0,0
21-Nov-2019 16:03:41,8,-79,-9,16,13,-61,0,0
21-Nov-2019 16:03:42,8,-79,-9,16,13,-61,0,0
21-Nov-2019 16:03:43,8,-79,-7,28,13,-61,0,0
21-Nov-2019 16:03:44,8,-79,-7,28,13,-61,0,0
21-Nov-2019 16:03:45,8,-80,-8,8,14,-63,0,0
21-Nov-2019 16:03:46,8,-80,-8,8,14,-63,0,0
21-Nov-2019 16:03:47,8,-80,-12,9,14,-63,0,0
21-Nov-2019 16:03:49,8,-80,-12,9,14,-63,0,0
21-Nov-2019 16:03:50,8,-80,-10,16,14,-63,0,0
21-Nov-2019 16:03:51,8,-80,-10,16,14,-63,0,0
21-Nov-2019 16:03:52,8,-81,-12,9,14,-63,0,0
21-Nov-2019 16:03:53,8,-81,-12,9,14,-63,0,0
21-Nov-2019 16:03:54,8,-81,-12,11,14,-63,2,4
21-Nov-2019 16:03:55,8,-81,-12,11,14,-63,2,4
21-Nov-2019 16:03:56,8,-81,-9,14,14,-63,0,0
21-Nov-2019 16:03:57,8,-81,-9,14,14,-63,2,4
21-Nov-2019 16:03:58,8,-80,-9,16,14,-63,0,0
21-Nov-2019 16:03:59,8,-80,-9,16,14,-63,0,0
21-Nov-2019 16:04:00,8,-80,-9,11,14,-63,0,0
21-Nov-2019 16:04:02,8,-80,-9,11,14,-63,0,0
21-Nov-2019 16:04:03,8,-79,-8,10,14,-63,0,0
21-Nov-2019 16:04:04,8,-79,-8,10,14,-63,0,0
21-Nov-2019 16:04:05,8,-80,-10,11,14,-63,0,0
21-Nov-2019 16:04:06,8,-80,-10,11,14,-63,8573,170
21-Nov-2019 16:04:07,8,-79,-12,11,14,-63,5351,123
21-Nov-2019 16:04:08,8,-79,-12,11,14,-63,4707,88
21-Nov-2019 16:04:09,8,-81,-10,4,14,-63,0,0
21-Nov-2019 16:04:10,8,-81,-10,4,14,-63,0,0
21-Nov-2019 16:04:11,8,-81,-9,7,14,-63,0,0
21-Nov-2019 16:04:12,8,-81,-9,7,14,-63,0,0
21-Nov-2019 16:04:13,8,-80,-8,11,14,-63,0,0
21-Nov-2019 16:04:14,8,-80,-8,11,14,-63,2,4
21-Nov-2019 16:04:16,8,-80,-12,15,14,-63,0,0
21-Nov-2019 16:04:17,8,-80,-12,15,14,-63,2,4
21-Nov-2019 16:04:18,8,-80,-12,13,14,-63,0,0
21-Nov-2019 16:04:19,8,-80,-12,13,14,-63,2,4
21-Nov-2019 16:04:20,8,-80,-9,13,14,-63,0,0
21-Nov-2019 16:04:21,8,-80,-9,13,14,-63,0,0
21-Nov-2019 16:04:22,8,-80,-8,13,14,-63,0,0
21-Nov-2019 16:04:23,8,-80,-8,13,14,-63,0,0
21-Nov-2019 16:04:24,8,-80,-9,10,14,-63,0,0
21-Nov-2019 16:04:25,8,-80,-9,10,14,-63,0,0
21-Nov-2019 16:04:26,8,-80,-11,16,14,-63,15,26
21-Nov-2019 16:04:27,8,-80,-11,16,14,-63,0,0
21-Nov-2019 16:04:29,8,-81,-10,20,14,-63,0,0
21-Nov-2019 16:04:30,8,-81,-10,20,14,-63,0,0
21-Nov-2019 16:04:31,8,-80,-12,12,14,-63,0,0
21-Nov-2019 16:04:32,8,-80,-12,12,14,-63,0,0
21-Nov-2019 16:04:33,8,-80,-12,12,10,-65,0,0
21-Nov-2019 16:04:34,8,-80,-12,12,10,-65,0,0
21-Nov-2019 16:04:35,8,-82,-13,3,12,-67,0,0
21-Nov-2019 16:04:36,8,-82,-13,3,12,-67,0,0
21-Nov-2019 16:04:37,8,-83,-12,10,9,-65,2,4
21-Nov-2019 16:04:38,8,-83,-12,10,9,-65,0,0
21-Nov-2019 16:04:39,8,-83,-12,8,9,-65,2,4
21-Nov-2019 16:04:40,8,-83,-12,8,9,-65,0,0
21-Nov-2019 16:04:41,8,-82,-11,16,9,-65,0,0
21-Nov-2019 16:04:42,8,-82,-11,16,9,-65,0,0
21-Nov-2019 16:04:43,8,-83,-12,8,9,-65,0,0
21-Nov-2019 16:04:45,8,-83,-12,8,9,-65,0,0
21-Nov-2019 16:04:46,8,-83,-8,15,9,-65,0,0
21-Nov-2019 16:04:47,8,-83,-8,15,9,-65,0,0
21-Nov-2019 16:04:48,8,-83,-10,11,8,-67,0,0
21-Nov-2019 16:04:49,8,-83,-10,11,8,-67,0,0
21-Nov-2019 16:04:50,8,-85,-7,12,8,-67,0,0
21-Nov-2019 16:04:51,8,-85,-7,12,8,-67,0,0
21-Nov-2019 16:04:52,8,-85,-11,6,8,-67,0,0
21-Nov-2019 16:04:53,8,-85,-11,6,8,-67,6786,145
21-Nov-2019 16:04:54,8,-83,-9,11,8,-67,1085,16
21-Nov-2019 16:04:55,8,-83,-9,11,8,-67,0,0
21-Nov-2019 16:04:56,8,-85,-9,11,8,-67,2,4
21-Nov-2019 16:04:58,8,-85,-9,11,8,-70,0,0
21-Nov-2019 16:04:59,8,-85,-7,7,15,-68,2,4
21-Nov-2019 16:05:00,8,-85,-7,7,15,-68,0,0
21-Nov-2019 16:05:01,8,-84,-10,12,9,-65,2,4
21-Nov-2019 16:05:02,8,-84,-10,12,13,-69,0,0
21-Nov-2019 16:05:03,8,-83,-8,7,9,-66,0,0
21-Nov-2019 16:05:04,8,-83,-8,7,9,-68,0,0
21-Nov-2019 16:05:05,8,-86,-8,10,9,-68,0,0
21-Nov-2019 16:05:06,8,-86,-8,10,9,-68,0,0
21-Nov-2019 16:05:07,8,-91,-11,3,12,-71,0,0
21-Nov-2019 16:05:08,8,-91,-11,3,12,-71,0,0
21-Nov-2019 16:05:09,8,-84,-10,16,11,-68,32,15
21-Nov-2019 16:05:10,8,-84,-10,16,11,-68,0,0
21-Nov-2019 16:05:12,8,-83,-13,11,11,-66,0,0
21-Nov-2019 16:05:13,8,-83,-13,11,11,-66,0,0
21-Nov-2019 16:05:14,8,-83,-11,13,11,-66,0,0
21-Nov-2019 16:05:15,8,-83,-11,13,11,-66,0,0
21-Nov-2019 16:05:16,8,-84,-11,6,11,-66,0,0
21-Nov-2019 16:05:17,8,-84,-11,6,11,-66,0,0
21-Nov-2019 16:05:18,8,-84,-11,6,11,-66,0,0
21-Nov-2019 16:05:19,8,-84,-11,6,11,-66,2,4
21-Nov-2019 16:05:20,8,-84,-12,3,11,-66,0,0
21-Nov-2019 16:05:21,8,-84,-12,3,11,-66,2,4
21-Nov-2019 16:05:22,8,-84,-13,6,11,-66,0,0
21-Nov-2019 16:05:23,8,-84,-13,6,11,-66,0,0
21-Nov-2019 16:05:25,8,-84,-12,7,11,-66,0,0
21-Nov-2019 16:05:26,8,-84,-12,7,11,-66,0,0
21-Nov-2019 16:05:27,8,-84,-12,4,8,-68,15,26
21-Nov-2019 16:05:28,8,-84,-12,4,8,-68,2,0
21-Nov-2019 16:05:29,8,-85,-12,12,8,-68,0,0
21-Nov-2019 16:05:30,8,-85,-12,12,8,-68,0,0
21-Nov-2019 16:05:31,8,-84,-12,7,8,-68,0,0
21-Nov-2019 16:05:32,8,-84,-12,7,8,-68,0,0
21-Nov-2019 16:05:33,8,-84,-12,9,8,-68,0,0
21-Nov-2019 16:05:34,8,-84,-12,9,8,-68,0,0
21-Nov-2019 16:05:35,8,-86,-10,13,8,-68,0,0
21-Nov-2019 16:05:36,8,-86,-10,13,8,-68,0,0
21-Nov-2019 16:05:37,8,-86,-13,13,8,-68,0,0
21-Nov-2019 16:05:39,8,-86,-13,13,8,-68,1862,59
21-Nov-2019 16:05:40,8,-85,-12,15,8,-68,2979,71
21-Nov-2019 16:05:41,8,-85,-12,15,8,-68,6747,135
21-Nov-2019 16:05:42,8,-85,-12,11,8,-68,3138,90
21-Nov-2019 16:05:43,8,-85,-12,11,8,-68,914,46
21-Nov-2019 16:05:44,8,-85,-12,11,8,-68,0,0
21-Nov-2019 16:05:45,8,-85,-12,11,11,-66,0,0
21-Nov-2019 16:05:46,8,-83,-12,15,11,-66,0,0
21-Nov-2019 16:05:47,8,-83,-12,15,11,-66,0,0
21-Nov-2019 16:05:48,8,-84,-12,16,11,-66,0,0
21-Nov-2019 16:05:49,8,-84,-12,16,11,-66,0,0
21-Nov-2019 16:05:50,8,-84,-12,13,11,-66,0,0
21-Nov-2019 16:05:51,8,-84,-12,13,11,-66,0,0
21-Nov-2019 16:05:53,8,-84,-13,12,11,-66,0,0
21-Nov-2019 16:05:54,8,-84,-13,12,15,-64,0,0
21-Nov-2019 16:05:55,8,-85,-13,5,15,-64,3,3
21-Nov-2019 16:05:56,8,-85,-13,5,13,-67,0,2
21-Nov-2019 16:05:57,8,-84,-13,6,13,-67,0,0
21-Nov-2019 16:05:58,8,-84,-13,6,13,-67,0,1
21-Nov-2019 16:05:59,8,-84,-12,13,13,-67,0,0
21-Nov-2019 16:06:00,8,-84,-12,13,13,-67,2,4
21-Nov-2019 16:06:01,8,-84,-13,3,13,-67,2,4
21-Nov-2019 16:06:02,8,-84,-13,3,13,-67,0,1
21-Nov-2019 16:06:03,8,-85,-12,5,13,-67,2,4
21-Nov-2019 16:06:04,8,-85,-12,5,11,-69,0,0
21-Nov-2019 16:06:05,8,-86,-11,10,11,-69,0,0
21-Nov-2019 16:06:06,8,-86,-11,10,11,-69,0,0
21-Nov-2019 16:06:08,8,-85,-12,7,11,-69,0,0
21-Nov-2019 16:06:09,8,-85,-12,7,11,-69,0,0
21-Nov-2019 16:06:10,8,-86,-9,13,11,-69,0,0
21-Nov-2019 16:06:11,8,-86,-9,13,11,-69,0,0
